,s1,s2,s3,s4,s5,s6,s7,output,datetimeindex,timestamp
0,-1.3964757857491117,0.6557630617895133,2.886371959024732,-1.1954218182588645,0.1173785241330207,0.3135972421420681,0.0170883109648932,-33.21394612759283,2019-05-01 00:00:00,1556668800000
1,0.1127072045123178,-0.6720984616444599,0.2587052141011803,-0.4093582903473982,-0.0348551904962294,0.1233120547014331,-0.7087573615859634,-385.02101139039183,2019-05-01 00:05:00,1556669100000
2,0.9237635795544692,0.289820174803684,0.984117052197089,0.6170173640043503,1.366398980340831,0.6972238687249502,0.826500463301564,42.45693471847903,2019-05-01 00:10:00,1556669400000
3,1.2620335463316603,-0.1516957258464744,0.9128210618126782,1.2336736125928311,-0.2998123016565394,1.2748477041795867,1.2496815145337778,131.99872298291612,2019-05-01 00:15:00,1556669700000
4,0.0329732094353926,1.2558117273032228,6.650510579366454,0.1260046431331801,1.9626931425807237,0.6422123333247503,0.3434909145242595,255.05272599895267,2019-05-01 00:20:00,1556670000000
5,0.3453403091266413,0.0440813214063263,0.4122638953128857,-1.867873751257907,-0.2789096106085972,1.5323475707867833,-0.655678793122878,-100.0163630950544,2019-05-01 00:25:00,1556670300000
6,1.2345760686504736,0.6562823945562686,0.6612119944646769,0.538588907515648,-0.9695915411933238,0.8705851148985673,-1.400622491931414,-22.48679457630238,2019-05-01 00:30:00,1556670600000
7,-0.4822359330858175,0.28520751398814,1.9854025076575936,-1.779746388119398,-0.2140001553520785,0.8749429909261911,0.0852237554086259,-33.1276699973833,2019-05-01 00:35:00,1556670900000
8,-0.1580015502818898,-2.3488859699574363,1.2607816561132827,-0.1014118169146511,-0.1911096922412205,0.447620156609987,0.530281232864355,-243.7151180689065,2019-05-01 00:40:00,1556671200000
9,0.7032278694104077,0.7800820378933488,0.1857517270967412,0.4610999087928176,-1.056817191692416,0.6676829006712508,-0.6118996739223789,-96.6378831829553,2019-05-01 00:45:00,1556671500000
10,1.0495720002688165,-2.31107600520533,0.4989937366187301,-1.9416097140097968,1.6025104330939044,0.5281545245903695,0.723371385885903,-315.0323396874473,2019-05-01 00:50:00,1556671800000
11,0.813996354158453,1.6556047651184531,0.7749638025426714,-0.5916884081834772,-0.3081645483819387,0.3930402898261596,-0.3128732763026258,26.308256818579952,2019-05-01 00:55:00,1556672100000
12,0.2772050917287884,0.6667516134294499,1.0333969155010303,0.2997504034865365,-2.3340467456314773,0.1804868644056735,-0.0457875822127424,-115.46806104512684,2019-05-01 01:00:00,1556672400000
13,0.6380985834818252,0.8750882114761359,0.4406563517987389,1.0973775691358043,0.6297982776957948,0.8801800706045156,-0.2811708023220443,76.14697149261454,2019-05-01 01:05:00,1556672700000
14,0.3897127476774224,1.3879552354530682,0.5691828244375954,-0.1158586648622249,0.1076080153313181,3.559343908514935,-0.1023044893733731,220.75985676438813,2019-05-01 01:10:00,1556673000000
15,0.5314395131025025,-0.2932144089033217,1.6330560162963896,0.1979328850810834,-1.312759249944008,1.5320070843184082,1.7249737636289246,180.82865693647116,2019-05-01 01:15:00,1556673300000
16,1.1260470135319642,0.6623335753232756,0.5750703342018108,-0.0144208877565992,1.0456134470978613,0.2217833383946306,-0.2667020738473169,-129.6727634235123,2019-05-01 01:20:00,1556673600000
17,-0.5403293849174016,-0.824745123595647,0.4044780297988002,1.1141598644811044,-0.8482035446005133,4.83114941019648,-0.3184815759325341,-20.146341503977595,2019-05-01 01:25:00,1556673900000
18,-0.8545776995375569,-0.5850896062128567,2.1288378262849514,0.955785981317343,0.4675222654494705,3.8651717964362624,1.9954431044968288,301.9299008017516,2019-05-01 01:30:00,1556674200000
19,-0.1851109808571105,-0.8349813501963261,0.5253322602971044,0.0239078540350858,-1.1117530416369077,2.100364767591034,1.142442767523023,43.67706080105655,2019-05-01 01:35:00,1556674500000
20,0.5077469540268085,-1.2873499865100608,0.2257962192695033,0.3480993276963789,-0.72622005762136,1.2090940493976865,-0.4972518699513039,-231.55357404472767,2019-05-01 01:40:00,1556674800000
21,0.3103054074628761,0.8520887332488654,0.2123262692768311,1.5424817484390343,1.0629631943574998,3.511198236440145,1.0495290735062903,262.6930914235064,2019-05-01 01:45:00,1556675100000
22,0.5087268033015203,-0.3686011364959386,1.244584004690241,0.5707226517788965,0.269338236701132,1.4084100024024788,-1.6804619564810137,-53.40835924631063,2019-05-01 01:50:00,1556675400000
23,-1.0880003302704238,-0.5015004832889414,5.980988320054133,-1.0435726878898588,-1.3845953965769804,0.3610345795251992,-0.6734244669263383,-140.09416573200423,2019-05-01 01:55:00,1556675700000
24,-1.4470611238766034,1.7970231566638395,1.2775860569883133,-0.9891641318199418,0.5371192961847757,0.5947313673719363,-2.328042398976112,-84.8369235631763,2019-05-01 02:00:00,1556676000000
25,0.9150057797046351,0.04346849539502,3.877559979493335,0.1407489774040883,-0.6313722393252821,1.064490136935583,0.6511736166838276,154.64519997586115,2019-05-01 02:05:00,1556676300000
26,-0.7349555359771802,1.5855219076654956,3.017025979684301,0.4782007798132234,-0.0454254041371647,0.5946397448304858,-0.2346611094983016,161.18514159738038,2019-05-01 02:10:00,1556676600000
27,-0.8682261897529963,1.254287350082561,0.311828898131767,0.9452885753476772,-0.904882280882054,0.7925917081713717,-0.2615498759924693,22.768224273172425,2019-05-01 02:15:00,1556676900000
28,-1.2116349192759333,2.181057313959444,0.4805120485064427,0.8767732816104515,0.303448176180524,1.3328105103716728,-0.2062330965588643,231.90111021287095,2019-05-01 02:20:00,1556677200000
29,1.4002130063124232,-1.215711804265251,0.1305800393365196,-0.7729596024653459,1.229411528038561,0.5715905166994587,-2.4398097903561826,-465.4876791011304,2019-05-01 02:25:00,1556677500000
30,2.11592096472094,-1.3026153331996972,12.34309292251564,1.1234708737248578,-1.0376677700548176,0.6391667970511526,0.773486651394574,126.17043282926336,2019-05-01 02:30:00,1556677800000
31,-1.035721295514406,0.1217434968843925,3.1766589473780225,-0.806456971884809,0.7787288082812559,1.0385927870447664,-0.7322798840354379,-2.687035220245079,2019-05-01 02:35:00,1556678100000
32,1.5727261770989778,0.6086583071893167,0.4198807403101269,-0.520776494664182,0.1209095296900384,5.005851209063702,0.3053607745887185,148.458423739958,2019-05-01 02:40:00,1556678400000
33,-0.76573102945143,1.3100520049649604,2.024828418321208,0.9394702397219824,-0.2903351801168948,0.9353134260586152,0.1118890095693966,145.5798756497585,2019-05-01 02:45:00,1556678700000
34,0.0068120211554697,-1.6638491237941582,0.9906090357028896,-0.9980333105139906,0.1031946954048719,0.7754991616915653,-0.0485743138491448,-250.46293740418557,2019-05-01 02:50:00,1556679000000
35,-1.3111677179264998,-1.0521857710586076,3.732630392444384,0.3062782885054125,0.8024878618924863,0.5795018744676782,0.4191610943945091,-42.15205486460347,2019-05-01 02:55:00,1556679300000
36,1.2566828010505802,0.6369212088314259,2.004368651282073,-1.4595378022660892,-0.3527405810817368,1.2880472185362994,-0.4969975229294495,-7.840373818794916,2019-05-01 03:00:00,1556679600000
37,1.4888226271341825,0.9513971204263112,5.20874319017173,0.2612895902419893,1.0605550502493888,4.4992138516187,-1.7306996568455002,311.80797544647965,2019-05-01 03:05:00,1556679900000
38,0.7325788526764587,-0.910363207474472,0.6515163705122826,0.9979257405658584,0.9898870081695648,0.754881995753427,0.6984485008076905,-90.9422651630909,2019-05-01 03:10:00,1556680200000
39,-0.5365525183599312,-1.0177731296399255,0.1431452863661556,-0.0637835604118222,-2.372312616627228,5.582597307357329,-0.8925427388153618,-143.4253156062926,2019-05-01 03:15:00,1556680500000
40,0.6875726805589938,0.3083628955793648,0.3613185110351696,-0.0970934602418746,-1.7456073534367136,5.050442984613087,-2.8603118605450235,-136.7038513125192,2019-05-01 03:20:00,1556680800000
41,0.8421103409429398,2.471927490491054,1.7087432175948014,0.5625868528349214,-0.347444557321044,0.6424623472716033,-0.3759661209538287,227.02795310097284,2019-05-01 03:25:00,1556681100000
42,-0.2783674615930086,-0.2864254139357557,1.6488360010079963,1.384580160839074,1.951103236540061,1.0374712466129885,-0.6981289789688551,121.31494309199292,2019-05-01 03:30:00,1556681400000
43,0.6054973110427658,0.7404105377188482,1.130755773534608,0.1033265570014678,-0.2531541464047552,1.5071256403594546,0.6138465599714127,140.52660474319444,2019-05-01 03:35:00,1556681700000
44,1.6607460342308622,-1.9872217183787175,1.0740408572285591,-0.3599637224942878,-0.6754440365060732,0.4332890861305282,0.262653145951105,-247.2502732810616,2019-05-01 03:40:00,1556682000000
45,-1.5110412064294043,-1.2408802812357034,0.8554185761331666,-0.1915100761065415,-1.6062157949193003,2.403981809810225,-1.056033245603483,-127.5858397612772,2019-05-01 03:45:00,1556682300000
46,-0.6955207037136533,-1.5525386684262,0.3686243290437516,1.229585577247546,-1.2201929998714924,0.4376704008811082,-0.3906199659918128,-293.85294201862746,2019-05-01 03:50:00,1556682600000
47,0.782058940635838,0.2188364122863052,0.3086649873272654,-0.4800176057594756,-0.5396604627411458,1.6578768661938144,-0.3246631064474064,-92.5213269355564,2019-05-01 03:55:00,1556682900000
48,0.1762364898819931,-0.3729986061195396,1.1959438676534897,0.2196425894845279,-0.1328634281052411,0.261570785126367,1.4167126469524882,-87.51535537720035,2019-05-01 04:00:00,1556683200000
49,0.0509313175505547,0.0107038281625559,0.7717795189485931,-0.0028339239936546,-1.989388016993842,1.4212059001458504,-2.3882011973908304,-183.6885611643366,2019-05-01 04:05:00,1556683500000
50,0.4937650491040218,-0.9273288357037424,1.3387037932370136,-0.1014192395208784,-1.239320069871404,11.16590789252491,1.523318318214191,254.76734505118424,2019-05-01 04:10:00,1556683800000
51,-0.3447660142546443,-0.5847182112607883,2.2627795037884084,-1.0278505586819058,-0.0819470518266653,1.6960264712519302,-0.3999645806965225,0.7694908425673361,2019-05-01 04:15:00,1556684100000
52,-0.2404241970650988,0.5516279162129283,0.9487343512672992,-1.4619119389498332,-0.3450604496017895,0.7847128190644278,0.6483262010387841,-3.201282395586004,2019-05-01 04:20:00,1556684400000
53,-0.1429725992037609,0.5455028947116712,3.842708615334132,2.293119735049604,0.940092259337811,0.4245614050078048,0.5886473771116048,125.79590307672864,2019-05-01 04:25:00,1556684700000
54,-0.5109927911338328,0.9441706831285792,0.5500875036597362,0.3305250196587255,0.0803752006393653,1.6517300894308204,0.1414381647884046,63.532956604964525,2019-05-01 04:30:00,1556685000000
55,0.2718837936995718,0.395635567947434,2.572145190968313,-0.3511264831962662,-1.235213028629549,0.3663093691876414,0.4910728493615625,-94.54431687701546,2019-05-01 04:35:00,1556685300000
56,1.1294514855958109,0.2861354979720188,9.578635453406209,0.8727978980974176,0.5350650789537651,0.2695398647991617,-2.311817369204564,11.665673336584176,2019-05-01 04:40:00,1556685600000
57,-1.2085804203030677,-1.275866637931545,1.021047128466094,-1.2578890083224556,-0.453253990258139,0.9011292649103814,1.502634059445905,-90.98985310913896,2019-05-01 04:45:00,1556685900000
